pts,symbol,issue_type,status,name,ex_id,sh_out,first_trade_date,first_exchange_date,dividend,co_name_or_cik,year,quarter
2008-12-31 21:13:04,AAAAAAAAAAAACMQ,COMMON,ACTV,QeOnIxVQYMIcDGJGpMaPKDd sQhGTeaN ABxpEKNrCdClBDtYImaHa                ,NASDAQ,275897676,20050405,19010725,0.92,lGQsydTPQtrBrxtbQk                                          ,2008,Q4
2008-12-31 21:50:02,AAAAAAAAAAAACMN,PREF_A,ACTV,IHkBQKLIHHTASHcrMeSnSFxVzuCGrqOlAWwljRUCUKuhvV                        ,NASDAQ,986672594,19570523,19980714,2.83,0000000189,2008,Q4
2008-12-31 23:59:05,AAAAAAAAAAAACMK,COMMON,ACTV,EwgMPQvgBM                                                            ,NASDAQ,451044177,18770105,19940616,1.13,0000000301,2008,Q4
1999-12-29 04:00:02,AAAAAAAAAAAAAVU,COMMON,ACTV,TYHFUnDPuxwPcVjUzVwBMhvmdZFnzHOxfHJwZXCfxXYoNTqHVjDMzHBr              ,NASDAQ,524884772,18720802,18990311,2.05,0000000669,1999,Q4
1999-12-29 07:47:05,AAAAAAAAAAAACAD,COMMON,ACTV,PHlwsgEKEKtN                                                          ,NASDAQ,24003907,19940213,19320326,0.33,rqMbvwSCBGYCGMEPKQeELcTKYUzuwRMWTqYPIirIgRbOCStxEXLeiAEZJCb ,1999,Q4
1999-12-29 15:27:03,AAAAAAAAAAAABZZ,COMMON,ACTV,QwRDdDEoCBfaDypvFgKnqkAEHAcusDysI tPWsBFajVnRdQWxaNqcRjRFMSIQGJQY     ,PCX   ,822071405,19770818,18900208,2.8,ltcGOsVRFkVUxqZJGMWNBiUZkdhb                                ,1999,Q4
1999-12-29 22:09:02,AAAAAAAAAAAACAG,COMMON,ACTV,UlMJcFUJiatQUjSPDYOlqTFUKaqXZqJOVyeQXHmSwaSspDCGUJZMXRYSyERDCIaZFZO   ,NYSE  ,344476297,18500731,19970802,2.23,ClgfvuSryuyzvLbfiwCjvlhEFx                                  ,1999,Q4
1999-12-30 06:03:05,AAAAAAAAAAAACAC,COMMON,ACTV,uUVhKQewAdBh                                                          ,NYSE  ,414245289,18521110,19670916,2.62,0000000557,1999,Q4
1999-12-30 11:43:00,AAAAAAAAAAAABZY,COMMON,ACTV,FZelKXvpMYQNqNIUKhRreOyHREsskJn RlMnPrzgVJKPpME                       ,AMEX  ,540077015,19870323,19880531,1.31,mPMQctNfdlYBGEJcUJMKsAYRADEUETYwjTnFsJLBCbNRKrGOaMiTuCx     ,1999,Q4
1999-12-30 18:18:04,AAAAAAAAAAAACAF,PREF_A,ACTV,ZbIMJjtNzAnn RYSWREmcBdQEeTyfbBDsJoNCtB                               ,AMEX  ,356109567,18681017,19650506,0.68,0000000619,1999,Q4
1999-12-31 01:49:02,AAAAAAAAAAAACAB,COMMON,ACTV,mMFOogYOLDIpCoATMtHKFtHUOQPFaTXXCGcCNXuyudVeD oD                      ,NYSE  ,516905011,19650729,19931108,2.41,YYMERGvnDBMHWeKUDupOQPmZKOKRLjFNAMUMESQJnKWtEMXNjwcWnCS     ,1999,Q4
1999-12-31 04:12:05,AAAAAAAAAAAABLC,COMMON,INAC,pJCjIfMObQPQHKOROyAc                                                  ,PCX   ,83766920,19491007,19000510,1.93,0000000519,1999,Q4
1999-12-31 10:15:04,AAAAAAAAAAAACAE,COMMON,ACTV,gUErEapxQwXOta  XeqYLEtUkOISwulFgzUwqSmJSGGkECfvAWL                   ,PCX   ,973364374,19220126,19780406,1.01,UJUxEhswcbiyFxGDanAVIcgDyOWUPTETDMGmaeJwRZzHuHEWjkLx        ,1999,Q4
1999-12-31 23:59:05,AAAAAAAAAAAACAA,COMMON,ACTV,zoeQWYCyYUwWNADCQNY Od                                                ,NASDAQ,661986711,18950710,19830705,2.95,qKCCVOwUhXclMYGpMGHDaUScTSF                                 ,1999,Q4
2015-06-29 02:04:00,AAAAAAAAAAAACSG,COMMON,INAC,BVMZUxMksEEUgCOpNuwwJHAJSAIEbNgC                                      ,NASDAQ,522513238,19870419,19270803,2.84,BdBeFzlIGNbTGFMGeisQvHpnoNTnwtoIR                           ,2015,Q2
2015-06-29 03:56:01,AAAAAAAAAAAACVO,COMMON,ACTV,iirUCZeAVmJYlDMT ivJMDhcOazdRAwWUUyxV                                 ,AMEX  ,147122645,18920401,19550924,1.8,0000000604,2015,Q2
2015-06-29 08:34:04,AAAAAAAAAAAABEO,COMMON,ACTV,SSVDEFFYYBQWqKjLOhkjADgCMACIUyArnlxFqNIKrkiamNHSMHxCYHLeXNLrYhPC gD   ,AMEX  ,764317970,19220709,18570913,0.39,0000000782,2015,Q2
2015-06-29 13:04:01,AAAAAAAAAAAACVN,COMMON,ACTV,fIeoJf  RCCOpobpvfrNvIISWTXigkpWCpIJSAQPzO                            ,NYSE  ,907320284,19660710,20030807,2.55,iMnAsQoUDsGnBmeKGnnDkaCNBQEmFJADUWfWk                       ,2015,Q2
2015-06-29 14:26:00,AAAAAAAAAAAACVS,COMMON,ACTV,YjQhwYgOJnlFcQJEfaxdGKhuNScN DjgZQlCFnHcUzAUSiNdjrQzqqxHEAySIQTFMkQFE ,AMEX  ,126546747,18930603,18860409,1.6,POXQteLKsMZWDmEDyJCiKeVVEBpQSTYzZARMT                       ,2015,Q2
2015-06-30 00:36:01,AAAAAAAAAAAACVM,PREF_A,ACTV,aMqacTTdlQfnvzg oaxOnJtlOISKE TTFJdgrdGlNpZcfooyMeUHqjpsk             ,PCX   ,806082531,20070318,18850217,1.83,0000000117,2015,Q2
2015-06-30 04:14:01,AAAAAAAAAAAACVR,COMMON,ACTV,cZvVacwQHnDKCogsKnUuvDrULjxfyBOtKOGNRZpNMA                            ,AMEX  ,536163907,18960128,19600614,1.68,0000000504,2015,Q2
2015-06-30 10:49:00,AAAAAAAAAAAACVL,PREF_A,ACTV,TxxTmFWjKccSIDpkTltiPOjGMSYOaGoEW  PSUEgiwTlYTUW                      ,AMEX  ,850925513,19041204,20040707,1.01,cLttkQEjRHyRwOLBHjSOQLFUcVFAZKstpAKFWWPjT                   ,2015,Q2
2015-06-30 14:40:03,AAAAAAAAAAAACVQ,COMMON,ACTV,CJpFRDJzSJLBVKTtr XSPNqO                                              ,NASDAQ,761420158,19291029,19670420,0.75,VzmhsTOBUyEAOAPzCuQJbAnyKSOq                                ,2015,Q2
2015-06-30 20:43:00,AAAAAAAAAAAACVK,COMMON,ACTV,yiSTkpxRHSCOpmLdkYMNTJE                                               ,PCX   ,951918165,19470404,19471226,0.63,0000000648,2015,Q2
2015-06-30 23:59:05,AAAAAAAAAAAACVP,COMMON,ACTV,KRIAjSmgfpKFUqmyIUKGUSFPpVbXSALRE                                     ,AMEX  ,942032723,19010208,19441107,0.53,0000000823,2015,Q2
1974-12-25 17:20:05,AAAAAAAAAAAAAJG,PREF_B,INAC,RVGBRTCukOUshZF YElgNfR                                               ,NYSE  ,467588004,19510104,18800513,0.81,0000000009,1974,Q4
1974-12-26 13:03:05,AAAAAAAAAAAAARP,COMMON,ACTV,YmmRAPGshQqCkuDCvAQwJBIpiDGFYxAyJBgmaLyJyPVXEEKp                      ,AMEX  ,684095828,18610809,19670530,2.86,HMrTXQhEEVrLHrNKPYWiOMAJojqEqwZLugVKrXsyh                   ,1974,Q4
1974-12-27 14:56:00,AAAAAAAAAAAAARM,COMMON,ACTV,HHPgWIkHCJD                                                           ,NYSE  ,597949623,18970626,19080604,0.06,0000000129,1974,Q4
1974-12-27 23:54:04,AAAAAAAAAAAAARJ,COMMON,ACTV,e RCeBOFDhsCAxeXH                                                     ,AMEX  ,839249696,19480715,19720930,0.26,0000000041,1974,Q4
1974-12-28 02:53:05,AAAAAAAAAAAAAQF,COMMON,ACTV,YfqvDHVKgUOnflnWSrJuZwIDfHOhjIksMLYKRuOUCRISFcvDNMCIPWTHNyKMDPoMv     ,PCX   ,548885675,19331001,19160823,1.57,0000000139,1974,Q4
1974-12-28 11:34:01,AAAAAAAAAAAAARO,PREF_A,ACTV,zzDxKGwFEUDSOIJIoINRmXevCIYtaAtVHhEcgBYAOGBeNZhcQxCMR                 ,AMEX  ,947153872,19161009,18530224,2.23,0000000158,1974,Q4
1974-12-29 02:07:05,AAAAAAAAAAAAARL,COMMON,ACTV,HOSPShfjtMxmNTBKsGJOLaoZkEOjDLZmLbUfXGCcdBzIKbSEpyLGGhkKJxjHUIlC      ,NYSE  ,940491706,19010921,18590307,1.6,bPrCSIRhGoUxHHOevKH                                         ,1974,Q4
1974-12-29 08:01:04,AAAAAAAAAAAAARI,COMMON,ACTV,NbGPAFUtVTlh                                                          ,NYSE  ,239316850,19530310,18781230,1.31,qLEPMBoSVHgRqBuyYpBYGmOyLFUmdmnUZpbJVC                      ,1974,Q4
1974-12-29 11:51:03,AAAAAAAAAAAAARQ,COMMON,ACTV,EhGRpqTDieCfQLi                                                       ,PCX   ,804484933,18670224,19260721,2.6,YCmHMrlCgmfVKmzzPrAlepDA                                    ,1974,Q4
1974-12-30 20:41:05,AAAAAAAAAAAAARN,COMMON,ACTV,dLxFeHDzVbcZryUvwSVNQQbi gSNEZcEkgOWCGITHJHNUbzPJWQChGeTB             ,AMEX  ,319602016,19410428,18650903,1.93,0000000068,1974,Q4
1974-12-31 07:29:00,AAAAAAAAAAAAARK,PREF_B,ACTV,RSRyIlnAfYhdpUyuANHpiCLJiUrLfzBVKMJtQEU                               ,AMEX  ,647343023,18840216,19270629,0.68,0000000225,1974,Q4
1973-06-26 05:56:03,AAAAAAAAAAAAAPG,COMMON,ACTV,EbSyZktAgTGDWBhPxKUUQSzEFSmBezKWynjHDGs gBHUVUvQJMUKhQLebsUGi         ,PCX   ,296044937,19010405,19061129,1.26,0000000131,1973,Q2
1973-06-26 13:23:01,AAAAAAAAAAAAAPM,COMMON,ACTV,mxuwjUDFdlQiXPXEyBTTxmbdMUDrYvxkZdCWnxIdDKFaL jqeEkxgB                ,PCX   ,792039934,19710615,19161019,1.72,PqHHQPtFmLMYtaQZeCPyWOpeDGcHWjGJJWGnpUVWYUbRjsNExvioDRDUsgU ,1973,Q2
1973-06-26 18:40:04,AAAAAAAAAAAAAPH,COMMON,ACTV,LwUTTdsUOIecIcJOnOHALCHMnByDIsVgsnXJbkVoUUtJbFiFlcFByxUBatHHEHUc      ,NYSE  ,781714860,19220420,18920829,1.06,GQgODZYcTEajaEMYDrWGoMdiJOENBaMGcnwYwuNTRPoOXXVjWD          ,1973,Q2
1973-06-27 10:12:03,AAAAAAAAAAAAAPN,COMMON,ACTV,SYRSXb HqLQrFZDgIErctUTFTVbcAmgMNDTmnNSkeE                            ,PCX   ,86370963,19440727,18990217,1.28,0000000045,1973,Q2
1973-06-28 04:40:03,AAAAAAAAAAAAAPI,COMMON,ACTV,nfDFijSDwFJjnwjQyWcAIRjpBMUDABPTOFvyWLdNNSxhYyUEAPsONAo               ,PCX   ,582722946,18621217,18720527,1.48,AChNrBRFTkjZjDXSGVlG                                        ,1973,Q2
1973-06-28 12:30:02,AAAAAAAAAAAAAPO,COMMON,ACTV,pxnoKekCtbjjelAnbSICRiBUP D                                           ,AMEX  ,111853271,19320307,19230717,1.33,BlzKUNpcdbxQGHwUAaQlIXGgyZmHnyRREOKBwpXvXwwWEOWiNJVMXWALS   ,1973,Q2
1973-06-28 16:33:03,AAAAAAAAAAAAAPJ,PREF_B,ACTV,NGlFPyhtcCQ oiooET vMMPrQqYaRVH SRMHsOearIMcL                         ,NYSE  ,886721626,19600218,18781215,0.28,0000000155,1973,Q2
1973-06-29 05:03:00,AAAAAAAAAAAAAJZ,PREF_A,ACTV,OKhiGlzpsxNG yWvFwNEUdLHtXYFhEprXew                                   ,NYSE  ,353995159,19590402,19540511,2.23,jlkBZXPcVEbEkvquHcRWHHHVGNQxJWnBWpCCCKENWGMjHFABR           ,1973,Q2
1973-06-29 19:52:01,AAAAAAAAAAAAAPK,COMMON,ACTV,eBuWqGopeNLrRDTZPDJHUdvGMwFYoFknytrZjTldCT                            ,PCX   ,949021469,19680411,18600331,1.36,CgViFZKPpZNMSWtbMiQVZMgDztWsdGDaGJryXETM                    ,1973,Q2
1973-06-30 08:17:02,AAAAAAAAAAAAACH,COMMON,INAC,yVhDMAeVbLfLNuDCREhhnLV GcmYBAIQmiYDmxWNYbByqP                        ,AMEX  ,180250065,19021101,19540306,0.27,jaaLOswAWNHAAHrSJdoSSzDViOJjUjQtYhYJQkHMYPSJxGEVzPMFi       ,1973,Q2
1973-06-30 23:56:04,AAAAAAAAAAAAAPL,COMMON,ACTV,DKFfRmCyUsDcLGaCJXKTNgNVGiBXDiuHgQ VTTrUIOVJdrBqY                     ,NYSE  ,879796398,18860706,19100510,2.23,VGhBMeHkpGZBxnGhQhTaecpCsRiIBJyRKuIUKNESBTXO                ,1973,Q2
1996-06-27 22:56:00,AAAAAAAAAAAABVD,COMMON,ACTV,wOHBsEnMatmpAhtJz                                                     ,AMEX  ,770433942,19490902,18530128,0.43,0000000270,1996,Q2
1996-06-28 18:12:02,AAAAAAAAAAAABVH,COMMON,ACTV,SvJGxcBmFnqPrCQjPFQIzLweBJDWRsPGEavdJKLvyGIxnl                        ,NYSE  ,176808471,18840322,19100816,0.61,fSGmRkBTWQDFUCUdiiAkNOLfhsANyUXk                            ,1996,Q2
1996-06-29 00:50:03,AAAAAAAAAAAAATL,COMMON,ACTV,EGzZJNGzRZNMMAqJMyOZoGkZkNsNQDAPkJLnQzuVmMEqVDrEWSiEt                 ,NYSE  ,666006417,19850130,18721120,0.52,siRgQEhFByzByReAqGwsEpRSjnGOJWCcvvMLxnFyuRRnVxHcfFskDSRKPCK ,1996,Q2
1996-06-29 08:58:03,AAAAAAAAAAAABVE,PREF_B,ACTV,LHgFxbCHtUKAARKwSwMTCD                                                ,NYSE  ,521903989,19650511,19870212,1.69,MLENgbuziaOQGjzpNT                                          ,1996,Q2
1996-06-29 21:08:01,AAAAAAAAAAAABVI,PREF_D,ACTV,zDoBJbBJQKHOMWgPQHLoIiCufTZv                                          ,NASDAQ,913448347,19680123,18610718,0.75,0000000308,1996,Q2
1996-06-30 04:05:04,AAAAAAAAAAAAASV,COMMON,INAC,vCiGJKKAhPrECwBKTDNzNDGfX qmoHvFtZkXGheVkhSdRceQSfKQfGWOjN            ,PCX   ,953232845,19640414,19560807,2.43,0000000129,1996,Q2
1996-06-30 04:35:00,AAAAAAAAAAAABVF,COMMON,ACTV,wshYNmNNqzyzgQCxAKibvhcMJkimsOoiCPOtgOPJDEGata                        ,PCX   ,791365211,19170316,18580124,2.52,YUWtBaXTbSCZJSUdRrjrPndChMPGtJwEIWyPrXM                     ,1996,Q2
1996-06-30 05:18:01,AAAAAAAAAAAABVJ,COMMON,ACTV,aQjeRlOFEJNDNOMSI                                                     ,PCX   ,594355316,18650930,19660516,0.83,PKoQbpXYaUpnSupspSsLCZsyfTaRykUwFQAWLvp                     ,1996,Q2
1996-06-30 08:13:00,AAAAAAAAAAAABVC,COMMON,ACTV,zbTqFrLAKcSnQuEpKbZZWcJXlo qSSIvQnLQglOl                              ,PCX   ,702028704,18690123,19710810,0.85,0000000078,1996,Q2
1996-06-30 09:19:00,AAAAAAAAAAAABVG,COMMON,ACTV,BANnIfpLGjfCtTtzCGLJyPNtuMaTABjrItUTDJYOkSNkdicHzzWhQQfXq             ,NASDAQ,755788506,19551126,18810412,0.72,HEEdQmAOtAKZHpIQIKHhILSOXfXLIJGxIPEV                        ,1996,Q2
1996-06-30 23:59:05,AAAAAAAAAAAABVK,COMMON,ACTV,xiOKjSMsYwLcnaTHuILy  YoSQ                                            ,NASDAQ,483927565,19371109,19870322,1.51,YCmHMrlCgmfVKmzzPrAlepDA                                    ,1996,Q2
1978-03-27 06:39:01,AAAAAAAAAAAAAUM,COMMON,ACTV,QTRRheCPAQUGpSHMcSaWeIANZbtgbmnIjt                                    ,AMEX  ,467805322,18680809,18970708,0.51,0000000271,1978,Q1
1978-03-27 14:29:02,AAAAAAAAAAAAAWC,PREF_A,ACTV,SjjBGQdXEsntwLHGDOOpfSgDvxnKcvaLJOD                                   ,NASDAQ,47097903,18920903,19360323,2.13,0000000187,1978,Q1
1978-03-27 20:44:05,AAAAAAAAAAAAAWA,COMMON,ACTV,wXtSCUNgldxSv wNDMxQEMU HTRFPC                                        ,NYSE  ,365266231,19630125,19100105,1.72,0000000087,1978,Q1
1978-03-28 13:19:04,AAAAAAAAAAAAAVY,COMMON,ACTV,AIFRYkExWFUWHOasPayDfWslojpfmNtcGKTvBAXVPLDVlyhIHIkUAcMJlcIYpWgkwFqmO ,PCX   ,85323473,18860210,19670912,1.81,ALaTkTrWzjYocUGvfZAGsDSHiyoSYCRYFPHwFMrxAaXvECAvwwqAKDMcdXEe,1978,Q1
1978-03-28 13:21:00,AAAAAAAAAAAAAVW,COMMON,ACTV,TgpAjxHgUZduPDiUsZBcF tCSTuNJRxNlZgNx dUE                             ,AMEX  ,985063113,19480413,18990130,0.78,DXYhrWaQcubzCELw                                            ,1978,Q1
1978-03-28 22:12:00,AAAAAAAAAAAAAHH,COMMON,INAC,IJqZkvTRUVQTPeoUjTirvapVqbdyMFupWBzrtINcpcRk                          ,NASDAQ,159082733,18651222,19140708,0.34,UXKSWgGTVwuzWNnUV                                           ,1978,Q1
1978-03-29 09:49:03,AAAAAAAAAAAAAWD,PREF_B,ACTV,uMRJGqgDkpMGUQ                                                        ,NASDAQ,570900006,19510705,19580804,1.95,0000000260,1978,Q1
1978-03-29 17:44:01,AAAAAAAAAAAAAWB,COMMON,ACTV,uhZIPTuCPNxsjCHOnBWBFCzkEWIqBRfKAgpxAGNAXSNGT a                       ,NYSE  ,998729229,18500825,19371121,2.46,CfpSJqNzKQKIOUAIXOeRB                                       ,1978,Q1
1978-03-29 19:02:00,AAAAAAAAAAAAAVZ,COMMON,ACTV,LVGDsUVGhSvFPxEbLMBPJHEzVIQcHMvgMZlMYKUAZX                            ,NYSE  ,434298273,19130811,19480103,0.01,0000000207,1978,Q1
1978-03-29 23:11:00,AAAAAAAAAAAAAVX,COMMON,ACTV,gyaUI NkkLcMMRMNeWVOKLnNBVVVRbEEffZU SftuAK bWXndjZTPMfNPGCJGTHrrKYM  ,AMEX  ,244607347,18870223,19200227,1.39,0000000058,1978,Q1
1978-03-31 05:05:05,AAAAAAAAAAAAAVV,COMMON,ACTV,YkPBuaVkmBppSPvO SpgjCFfPJSXJvNCEUpSUYZHqCJUSXcZTGohWGripyVnqIN       ,NASDAQ,216563675,19120407,19480219,0.93,jmClCXBcZwINVyetRxHbWYRbsYBIFkuIGtecXWIN                    ,1978,Q1
2004-03-30 09:45:01,AAAAAAAAAAAACFZ,COMMON,ACTV,whwSGRvpCAyOUoZoXjCFmNEIKaQj                                          ,PCX   ,184939705,18830810,19390710,2.05,0000000038,2004,Q1
2004-03-30 10:52:04,AAAAAAAAAAAABXY,COMMON,INAC,nViHYSnIPQRBLlEbmBQNPrSOhujkZY OoATVhp                                ,AMEX  ,528737723,19500606,19930907,2.79,VorcEHRLARvvSBYOGfSgtJZqwptfVNOLrdXPelXcrjtcPWAISIENBy      ,2004,Q1
2004-03-30 14:30:04,AAAAAAAAAAAACGA,COMMON,ACTV,CQUEDRJefBSPHoEfSlQogzSxQ ZF WAQXKWZ                                  ,NYSE  ,412888997,18670203,19100416,2.17,zBUzAyFllGKhcOOcMdlgDgorbtDj                                ,2004,Q1
2004-03-30 16:45:02,AAAAAAAAAAAACFV,PREF_B,ACTV,nPRIoVYdTRquARsLQGDwHBdyXUHFOCBrJGFoYGzDNFNyLQcYILEojrGnIbkVkXUpFwyUQ ,PCX   ,92356911,18520106,19400508,0.4,0000000644,2004,Q1
2004-03-30 21:54:02,AAAAAAAAAAAACGB,PREF_A,ACTV,qbKk iFCHExrxyGRgqQFOCH ZTalivFwXeFzlAxsYsEfBuDaMBBs                  ,NASDAQ,705867270,19520121,19061229,2.37,0000000054,2004,Q1
2004-03-30 23:25:05,AAAAAAAAAAAACFW,COMMON,ACTV,yAPbxw HMMsHGoTGJUVygzHXQwvstFVPNDEROylDHpJwUl                        ,NYSE  ,382295036,18500418,19120701,1.09,0000000723,2004,Q1
2004-03-31 00:22:05,AAAAAAAAAAAACGC,PREF_B,ACTV,dbpTUCgfwcUzbAlTlAvISdSbMMUdARNIUqOidBxwOOHCCRalxSWMmLmtravSEQOVjjRCB ,NYSE  ,400008466,18740120,19420927,2.27,0000000560,2004,Q1
2004-03-31 03:17:01,AAAAAAAAAAAACFX,COMMON,ACTV,byiRGzPqGjhDbcXHlJsTbUIHsKL                                           ,NYSE  ,404800104,18861122,19130420,1.03,0000000024,2004,Q1
2004-03-31 11:24:03,AAAAAAAAAAAACGD,COMMON,ACTV,JAyBuWWoHEOoxlOcvXNZtqJYB qCHIoRyaRTHVGRQbPmGYycGQXnDLKH a            ,NASDAQ,586243507,19170414,18821230,1.84,0000000601,2004,Q1
2004-03-31 13:41:00,AAAAAAAAAAAACFY,COMMON,ACTV,HXADRRlWyHyJoldAooMWTcrXHdeXKuUOR                                     ,NASDAQ,874179910,19560907,19780831,1.66,lRFFxbuSdaaOoGESnCUfCnNBiAPfzULXLkvvOKypCeBBGHyQXbghJLPQpGBX,2004,Q1
2004-03-31 23:59:05,AAAAAAAAAAAABWF,COMMON,ACTV,GrhxVZeTgbPPZzRXRuH                                                   ,PCX   ,822280917,19700129,19570830,2.89,0000000449,2004,Q1
1999-06-28 10:44:04,AAAAAAAAAAAABZJ,PREF_B,ACTV,aQhdHqnOMSMSJKVvUyNLkBEDAF                                            ,PCX   ,749202162,19640519,19250109,2.96,rrQOJFGWIwbEigmZA                                           ,1999,Q2
1999-06-28 15:34:04,AAAAAAAAAAAABZL,COMMON,ACTV,KbUMjKQxZKtvfErNzdTzehLxNIJmsfBsTrNIhsypvJXDpOUKuZ                    ,NASDAQ,368552986,19210509,18690904,0.6,0000000022,1999,Q2
1999-06-28 18:53:05,AAAAAAAAAAAABZN,PREF_C,ACTV,yFJizANFBEEPeQrOxiCEIXDBvlGLR                                         ,PCX   ,787538360,19480614,19311220,1.18,0000000552,1999,Q2
1999-06-28 21:31:01,AAAAAAAAAAAAALZ,COMMON,ACTV,pHVcUGSRzhJxcVGDSAwTTNyrvPIBYVenISJoRRDguDScXSWFIVCX oIDUWAMJsi       ,NYSE  ,567410214,19101206,19120507,1.36,cvHBmTLiIdhwlKKOspBGxcApOPHHmtlSdIFfVGeaM                   ,1999,Q2
1999-06-29 09:20:03,AAAAAAAAAAAABZG,COMMON,ACTV,eLZRLDjIYopPAUiQzIwmddTBRLTAgDOcbastOCTlqLiKTUySpjPVZANMLpvfJlGX KA   ,AMEX  ,159006497,19210307,18660206,2.53,0000000082,1999,Q2
1999-06-29 12:57:00,AAAAAAAAAAAABZI,PREF_B,ACTV,wcULGYEb IuivLPSzPKP QjLxDOrcSTWugxOLOwFH                             ,AMEX  ,918456527,18571128,18550403,2.68,WhyIqNAXleBJHwGAzVcPWLWWnYSnJTDIimSwVnBpMECPlqhbtMHvIiXQmKH ,1999,Q2
1999-06-29 16:48:02,AAAAAAAAAAAABZK,PREF_A,ACTV,jaiFUnsbPAOCmandptYJFLrwRpPeLnrihsTVBVMaVQoWPZtoeqtOVTfEeyZIqBxhAi    ,PCX   ,887741310,19000224,18960801,2.37,0000000645,1999,Q2
1999-06-29 21:02:01,AAAAAAAAAAAABZM,COMMON,ACTV,xMLVjBaSptqil kwscjfRdmlcKmGQonHLGyKPlxicC PcMRTcRJLDwUt              ,AMEX  ,585051903,19330302,19340310,2.39,0000000202,1999,Q2
1999-06-30 07:52:01,AAAAAAAAAAAABZO,COMMON,ACTV,STUha AmcdsrFwiEkCrHKiqGVTXUEYJkKhGcYjqlgZTBUrpTMJENKxD               ,NASDAQ,816042495,19850904,19261111,1.75,0000000356,1999,Q2
1999-06-30 14:05:04,AAAAAAAAAAAAAOA,COMMON,INAC,JOAECaNuiXiPVnTADmcddABKKjJADPeO RfCqKHZFJfJFTtFTRZIDO                ,PCX   ,452487384,18821010,18890707,1.95,dovVSXAljJaoXNUagOsMWwA                                     ,1999,Q2
1999-06-30 18:44:00,AAAAAAAAAAAABZH,COMMON,ACTV,krNVSSFZAQmgHCTAiqMPvxvzFieMOZgNgvqaeQd G                             ,NYSE  ,43859054,19370816,19590125,2.84,XzsnTQRvaMKTMblxlOXKAWgJnKUtmDBdBDllebQFsaVhSJyMuVCATROa    ,1999,Q2
1974-09-24 10:17:01,AAAAAAAAAAAAARH,COMMON,ACTV,azOyYGFELaMCLjleGQwtYyZMUDgcaweT                                      ,PCX   ,179305682,18850120,19150916,2.98,qNBRLBcNHRMNCOGgoLutSmLjluU                                 ,1974,Q3
1974-09-25 01:11:01,AAAAAAAAAAAAARB,PREF_C,ACTV,AkNJmAItpHAgJHVhgpoKR yNEcjJr                                         ,AMEX  ,954638980,19140327,19021230,1.62,0000000051,1974,Q3
1974-09-26 17:40:03,AAAAAAAAAAAAARG,PREF_A,ACTV,yFWYbTBTiXNRGnBSoLJZazcHihSAS TioCpdzHGpsXBUfuQXG                     ,AMEX  ,993575191,18910418,19300529,1.35,0000000150,1974,Q3
1974-09-27 18:55:02,AAAAAAAAAAAAARA,PREF_A,ACTV,msLfwoVPVkZXMPzQEESIUIfVVHEaEEwAMqRZKkhAmrrWEmGPOSi                   ,PCX   ,955230476,18870425,19121110,1.16,0000000157,1974,Q3
1974-09-28 10:12:01,AAAAAAAAAAAAARF,COMMON,ACTV,DiJNnEBacOXtzwOshrq OtsVpicCLsEbmsinT                                 ,PCX   ,834964765,18810926,18761015,0.53,tvIeADvSGHihEMbMRjXLzwCrqgMnbOWMI                           ,1974,Q3
1974-09-28 15:39:01,AAAAAAAAAAAAAQZ,COMMON,ACTV,IOVEDmoENVIbYHfuBhRxlqiXjrhyVoptJdLDrO                                ,NASDAQ,543737506,19390709,19530308,0.07,ddSCazOpdJvGoBAzkC                                          ,1974,Q3
1974-09-29 01:09:00,AAAAAAAAAAAAARE,PREF_A,ACTV,myvUAyVFVbdRMMXMolOQjTHZhYSNUfFvVQwehIkejIBRTN                        ,NYSE  ,935825530,19450423,18851020,0.12,0000000162,1974,Q3
1974-09-29 18:18:02,AAAAAAAAAAAAAMG,COMMON,INAC,bITlpgkqhIIxUPaAKSDAdJmQTSrFLOEPOtGxauDkTBydPSEUiVUm UqMRMhdJGKJhjD I ,NYSE  ,615210170,19180313,18591013,2.62,RICOfhFDpPHwKRHsmPHYTpTzGDeJMQruPEEdPICrMiweHGwOFQYNoQXZWIjN,1974,Q3
1974-09-30 03:26:03,AAAAAAAAAAAAARD,COMMON,ACTV,opaRYgMWDplaDdJ cVbGrbzYJ                                             ,PCX   ,587796872,18770707,19551024,1.11,khQFSuzOQECuuAgqIPwyODLZBGjmVRGPiQUcBeS                     ,1974,Q3
1974-09-30 18:42:00,AAAAAAAAAAAAAOL,COMMON,ACTV,FTn lXiIWDmgFRVatDMiXHcJk UBrOLJbzNHLLMXluHb Qxs                      ,NASDAQ,984037864,19550608,18760520,2.18,JuHDDpOBOrGTvGNBSbgrTGHFwDYMlhVhVIzTSLSTdZkxdbxEOOA         ,1974,Q3
1974-09-30 23:59:05,AAAAAAAAAAAAARC,PREF_A,ACTV,EOOtmOrMwAASMcCEDjNkCzkgVqoBPRYWmXqacPuPAFZaTCyDLDUITyqICb            ,AMEX  ,10403514,18750628,18991003,1.79,0000000170,1974,Q3
2000-12-29 01:38:05,AAAAAAAAAAAACBK,COMMON,ACTV,XIQg oMQrkOX ORqmAADKFIWJYNHuuIZKskVBTLMgBFIuyMdNgufEyiQzvSMjZ        ,NYSE  ,291824966,18970619,19510213,1.88,0000000634,2000,Q4
